TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-19 23:20:42,1771543242150,xlab-3d-render-mcp-app.vercel.app/mcp,POST,,500,s4mtv-1771543241957-41e404546a61,node,info,production,,MISS,function,/api/mcp,xlab-3d-render-mcp-app.vercel.app,xlab-3d-render-mcp-app.vercel.app,dpl_2S1aPuRg3CW7ey68pJqopSGG22Lc,,,,,request.url:  https://xlab-3d-render-mcp-app.vercel.app/mcp,prj_JuENJCNi4uPAq3vuxOd01C8IubUi,,,,,
2026-02-19 23:20:41,1771543241957,xlab-3d-render-mcp-app.vercel.app/mcp,POST,,500,s4mtv-1771543241957-41e404546a61,node,,production,,MISS,function,/api/mcp,xlab-3d-render-mcp-app.vercel.app,xlab-3d-render-mcp-app.vercel.app,dpl_2S1aPuRg3CW7ey68pJqopSGG22Lc,9,iad1,278,2048,,prj_JuENJCNi4uPAq3vuxOd01C8IubUi,,,01KHW399CP9A0FFX0SQ5PE0R2K,k4ZfFoySyLOD,1
2026-02-19 23:20:39,1771543239367,xlab-3d-render-mcp-app.vercel.app/mcp,POST,,500,wtj6t-1771543239258-3d3f933b9795,node,info,production,,MISS,function,/api/mcp,xlab-3d-render-mcp-app.vercel.app,xlab-3d-render-mcp-3jmgv32yx-djottaroots-projects.vercel.app,dpl_2S1aPuRg3CW7ey68pJqopSGG22Lc,,,,,request.url:  https://xlab-3d-render-mcp-app.vercel.app/mcp,prj_JuENJCNi4uPAq3vuxOd01C8IubUi,,,,,
2026-02-19 23:20:39,1771543239258,xlab-3d-render-mcp-app.vercel.app/mcp,POST,,500,wtj6t-1771543239258-3d3f933b9795,node,,production,,MISS,function,/api/mcp,xlab-3d-render-mcp-app.vercel.app,xlab-3d-render-mcp-3jmgv32yx-djottaroots-projects.vercel.app,dpl_2S1aPuRg3CW7ey68pJqopSGG22Lc,10,iad1,278,2048,,prj_JuENJCNi4uPAq3vuxOd01C8IubUi,,,01KHW396NQ6H5V0G57NEXRAKHK,k4ZfFoySyLOD,1
2026-02-19 23:20:32,1771543232892,xlab-3d-render-mcp-app.vercel.app/mcp,POST,,500,kltlz-1771543232687-b49e72f3c4b1,node,info,production,,MISS,function,/api/mcp,xlab-3d-render-mcp-app.vercel.app,xlab-3d-render-mcp-app.vercel.app,dpl_2S1aPuRg3CW7ey68pJqopSGG22Lc,,,,,request.url:  https://xlab-3d-render-mcp-app.vercel.app/mcp,prj_JuENJCNi4uPAq3vuxOd01C8IubUi,,,,,
2026-02-19 23:20:32,1771543232687,xlab-3d-render-mcp-app.vercel.app/mcp,POST,,500,kltlz-1771543232687-b49e72f3c4b1,node,,production,,MISS,function,/api/mcp,xlab-3d-render-mcp-app.vercel.app,xlab-3d-render-mcp-app.vercel.app,dpl_2S1aPuRg3CW7ey68pJqopSGG22Lc,9,iad1,278,2048,,prj_JuENJCNi4uPAq3vuxOd01C8IubUi,,,01KHW390BAZFR19411XHG709TS,k4ZfFoySyLOD,1
2026-02-19 23:20:32,1771543232227,xlab-3d-render-mcp-app.vercel.app/mcp,POST,,500,5f947-1771543232139-022d0eddffd3,node,info,production,,MISS,function,/api/mcp,xlab-3d-render-mcp-app.vercel.app,xlab-3d-render-mcp-3jmgv32yx-djottaroots-projects.vercel.app,dpl_2S1aPuRg3CW7ey68pJqopSGG22Lc,,,,,request.url:  https://xlab-3d-render-mcp-app.vercel.app/mcp,prj_JuENJCNi4uPAq3vuxOd01C8IubUi,,,,,
2026-02-19 23:20:32,1771543232139,xlab-3d-render-mcp-app.vercel.app/mcp,POST,,500,5f947-1771543232139-022d0eddffd3,node,,production,,MISS,function,/api/mcp,xlab-3d-render-mcp-app.vercel.app,xlab-3d-render-mcp-3jmgv32yx-djottaroots-projects.vercel.app,dpl_2S1aPuRg3CW7ey68pJqopSGG22Lc,9,iad1,278,2048,,prj_JuENJCNi4uPAq3vuxOd01C8IubUi,,,01KHW38ZP20NA7CPY67663B118,k4ZfFoySyLOD,1
2026-02-19 23:20:31,1771543231389,xlab-3d-render-mcp-app.vercel.app/mcp,POST,,500,z49d4-1771543231162-ebdbb2d19757,node,info,production,,MISS,function,/api/mcp,xlab-3d-render-mcp-app.vercel.app,xlab-3d-render-mcp-app.vercel.app,dpl_2S1aPuRg3CW7ey68pJqopSGG22Lc,,,,,request.url:  https://xlab-3d-render-mcp-app.vercel.app/mcp,prj_JuENJCNi4uPAq3vuxOd01C8IubUi,,,,,
2026-02-19 23:20:31,1771543231162,xlab-3d-render-mcp-app.vercel.app/mcp,POST,,500,z49d4-1771543231162-ebdbb2d19757,node,,production,,MISS,function,/api/mcp,xlab-3d-render-mcp-app.vercel.app,xlab-3d-render-mcp-app.vercel.app,dpl_2S1aPuRg3CW7ey68pJqopSGG22Lc,19,iad1,278,2048,,prj_JuENJCNi4uPAq3vuxOd01C8IubUi,,,01KHW38YW88ZHPXBDPN2HPE7VE,k4ZfFoySyLOD,1
